상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시군구명,법정동명,경도,위도
조아라돼지갈비,,음식,한식,갈비/삼겹살,세종특별자치시,전의면,127.2040825,36.67949683
한일문구사,,소매,사무/문구/컴퓨터,사무/문구용품,세종특별자치시,소담동,127.2997478,36.4910061
서가앤쿡,세종점,음식,양식,기타전문서양음식점,세종특별자치시,어진동,127.2572369,36.49541737
양지다실,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,금남면,127.2812918,36.46510333
정다운헤어,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,종촌동,127.2414393,36.50150034
금남한우식당,,음식,한식,한식/백반/한정식,세종특별자치시,금남면,127.2877571,36.44015103
쉼태국맛사지,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,조치원읍,127.2909982,36.60342599
재경미용실,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,조치원읍,127.2989161,36.60048983
퓨전포차호프,,음식,유흥주점,소주방/포장마차,세종특별자치시,조치원읍,127.2996666,36.60278331
원세종식당,,음식,한식,한식/백반/한정식,세종특별자치시,금남면,127.3349331,36.49697524
팔도재생자원,,소매,중고품소매/교환,재활용/고물수집,세종특별자치시,소정면,127.1700798,36.73060513
카페수작,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2908988,36.60940039
미락짬뽕,,음식,중식,중국음식/중국집,세종특별자치시,어진동,127.2715536,36.5041934
강나루민물매운탕,,음식,일식/수산물,매운탕전문,세종특별자치시,장군면,127.2218565,36.49178527
삐아프,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2878647,36.60140663
일조공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,금남면,127.2803848,36.46062778
고운음악학원,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,고운동,127.2351709,36.50552482
콩나물,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2917153,36.603241
개별용달,,생활서비스,운송/배달/택배,종합이삿짐대행,세종특별자치시,연기면,127.3130233,36.52206728
현대블루핸즈세종,금남점,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,금남면,127.2814227,36.4690605
와와호프,,음식,유흥주점,호프/맥주,세종특별자치시,장군면,127.2228271,36.49965022
영푸드한식부페,,음식,한식,한식/백반/한정식,세종특별자치시,연동면,127.3358081,36.54219437
두꺼비식당,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2940844,36.59102567
도란도란전통찻집,,음식,커피점/카페,전통찻집/인삼찻집,세종특별자치시,도담동,127.2600293,36.51515339
세종수산,,음식,일식/수산물,음식점-일식,세종특별자치시,장군면,127.2068558,36.49833748
정원식당,,음식,중식,중국음식/중국집,세종특별자치시,연기면,127.2771016,36.54500721
도담수학학원,,학문/교육,학원기타,학원-기타,세종특별자치시,도담동,127.2584653,36.51525183
세종백억공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,도담동,127.2668114,36.51343789
세종베이스볼아카데미,,학문/교육,학문교육기타,운동/코치학교,세종특별자치시,연서면,127.2653342,36.57282778
삼거리식당,,음식,중식,중국음식/중국집,세종특별자치시,금남면,127.279503,36.46790437
NEWBREW932,,음식,유흥주점,빠/카페/스탠드빠,세종특별자치시,어진동,127.2715536,36.5041934
서강,,음식,일식/수산물,음식점-일식,세종특별자치시,금남면,127.2803205,36.46154665
미당추어탕,,생활서비스,자동차/이륜차,세차장,세종특별자치시,조치원읍,127.3011348,36.60358499
제주향,,음식,한식,기타고기요리,세종특별자치시,금남면,127.3566432,36.51321718
광운정보통신,,소매,사진/광학/정밀기기소매,핸드폰소매,세종특별자치시,연동면,127.3478336,36.53592517
한양종합설비,,생활서비스,주택수리,배관난방보일러,세종특별자치시,조치원읍,127.2974232,36.61105219
어반헤어,세종점,생활서비스,이/미용/건강,여성미용실,세종특별자치시,종촌동,127.2500921,36.5024833
센텀서울음악학원,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,종촌동,127.2530833,36.50486326
도원복숭아선별장,,소매,음/식료품소매,청과물소매,세종특별자치시,연서면,127.2876514,36.58692295
TEEGI,,소매,의복의류,일반의류,세종특별자치시,조치원읍,127.300701,36.60210447
줄리어드피아노,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,종촌동,127.2437159,36.50615607
아이비피세종총판,,소매,가전제품소매,일반가전제품,세종특별자치시,연기면,127.2775443,36.54545149
알파문구세종소담점,세종소담점,소매,사무/문구/컴퓨터,사무/문구용품,세종특별자치시,소담동,127.3011908,36.48443563
애플공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,조치원읍,127.289886,36.59184787
대양안전건설자재,,소매,가정/주방/인테리어,유리/페인트/철물건축자재,세종특별자치시,연서면,127.2909918,36.57480358
갑을공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,나성동,127.2596973,36.48318507
또또분식,,음식,한식,기타고기요리,세종특별자치시,전의면,127.2083028,36.68037208
드림디포,세종점,소매,사무/문구/컴퓨터,사무/문구용품,세종특별자치시,금남면,127.2806799,36.46854233
배꼽시계,,음식,분식,라면김밥분식,세종특별자치시,연서면,127.288579,36.58813611
그램그램,세종청사점,음식,한식,한식/백반/한정식,세종특별자치시,도담동,127.2606407,36.51309339
잉크플러스,,소매,사무/문구/컴퓨터,사무/문구용품,세종특별자치시,조치원읍,127.2996867,36.60427042
홍짜장,세종도담점,음식,중식,중국음식/중국집,세종특별자치시,도담동,127.2606407,36.51309339
카모김밥,,음식,분식,라면김밥분식,세종특별자치시,조치원읍,127.2886976,36.59469761
구디,,음식,한식,한식/백반/한정식,세종특별자치시,연서면,127.2480756,36.61275171
에스앤티,,부동산,분양,건물분양-종합,세종특별자치시,연기면,127.2764266,36.54433622
조은푸드육가공,,소매,음/식료품소매,육류소매,세종특별자치시,소정면,127.1553225,36.71640687
신라이용원,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,조치원읍,127.2984718,36.60018081
한민왕족발세종종촌점,,음식,한식,족발/보쌈전문,세종특별자치시,종촌동,127.2488976,36.50480093
요거프레소,세종해피라움점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,아름동,127.2494765,36.51190617
신통치킨,한솔점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,한솔동,127.2608395,36.48043441
해동모텔,,숙박,모텔/여관/여인숙,모텔/여관/여인숙,세종특별자치시,조치원읍,127.2974221,36.6000845
세종음악학원,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,아름동,127.2492161,36.51228304
맛깔손,,음식,한식,기타고기요리,세종특별자치시,연서면,127.2889488,36.58802116
금남카,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,금남면,127.3214033,36.43694036
리틀비틀키즈카페,,학문/교육,유아교육,실내놀이터-유아,세종특별자치시,보람동,127.2907192,36.47744343
꼴통막창,,음식,한식,곱창/양구이전문,세종특별자치시,전의면,127.2048771,36.67947511
극동오토서비스,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,조치원읍,127.2947639,36.58636144
국제특장,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,전동면,127.2706365,36.65761848
닭발옆차기,,음식,닭/오리요리,닭내장/닭발요리,세종특별자치시,보람동,127.2873281,36.4785047
역전이발관,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,부강면,127.3669219,36.52876419
삼정전기,,소매,가정/주방/인테리어,조명기구/전기용품,세종특별자치시,부강면,127.3681735,36.52864465
북문,,소매,사무/문구/컴퓨터,사무/문구용품,세종특별자치시,아름동,127.2494765,36.51190617
한아름슈퍼,,소매,종합소매점,수퍼마켓,세종특별자치시,소정면,127.1563193,36.7173782
풍년생고기,,음식,한식,갈비/삼겹살,세종특별자치시,금남면,127.281113,36.46634595
근성오토바이센타,,생활서비스,자동차/이륜차,자전거판매/수리,세종특별자치시,전의면,127.2055453,36.67869553
원조멍텅구리도시락,,음식,패스트푸드,도시락전문점,세종특별자치시,조치원읍,127.2994749,36.60297144
신세대미용실,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,장군면,127.2061657,36.49705316
박군치킨,보람점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,보람동,127.2892502,36.47699309
홍목수,,소매,가정/주방/인테리어,유리/페인트/철물건축자재,세종특별자치시,전동면,127.2748798,36.65360702
용암매운탕,,음식,일식/수산물,매운탕전문,세종특별자치시,연서면,127.229361,36.60389951
꼬꼬마고깃간무한리필,,음식,한식,기타고기요리,세종특별자치시,조치원읍,127.2916079,36.60398836
교촌치킨,도담점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,도담동,127.2578079,36.51511255
H-스타일헤어살롱아름점,아름점,생활서비스,이/미용/건강,여성미용실,세종특별자치시,아름동,127.2494765,36.51190617
로드이앤씨,,생활서비스,세탁/가사서비스,청소/소독,세종특별자치시,조치원읍,127.295509,36.58552772
온누리새싹원,,소매,음/식료품소매,청과물소매,세종특별자치시,전의면,127.1933662,36.68893226
자연드림고운점,,음식,제과제빵떡케익,제과점,세종특별자치시,고운동,127.2344928,36.51656938
종촌사진관,,생활서비스,사진,사진관,세종특별자치시,종촌동,127.2476344,36.50267511
호반베르디움공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,종촌동,127.2445695,36.50216908
세종횟집생대구탕,2호점,음식,일식/수산물,매운탕전문,세종특별자치시,한솔동,127.2571609,36.48234018
황제부동산,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2210331,36.4993321
셀렉토커피,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,어진동,127.2639286,36.49599957
데상트,세종점,소매,의복의류,일반의류,세종특별자치시,장군면,127.2244318,36.49767798
이여주헤어,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,소담동,127.2998549,36.48530199
우리축산,,소매,음/식료품소매,정육점,세종특별자치시,조치원읍,127.2984718,36.60018081
백,,음식,한식,한식/백반/한정식,세종특별자치시,전의면,127.2079701,36.67899105
도담스포츠,,소매,운동/경기용품소매,운동/경기용품,세종특별자치시,어진동,127.260141,36.50811557
소연헤어필,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,금남면,127.2818644,36.46713454
인스카이학원,,학문/교육,학원-보습교습입시,학원-입시,세종특별자치시,전의면,127.2033577,36.67926669
첫마을낙원떡집,,소매,종합소매점,시장/종합상가,세종특별자치시,한솔동,127.2600121,36.4817721
사십일번지식당,,음식,한식,한식/백반/한정식,세종특별자치시,부강면,127.3677389,36.52991307
파파김밥&새우튀김,,음식,분식,라면김밥분식,세종특별자치시,조치원읍,127.2977252,36.58636991
산화주,,소매,음/식료품소매,청과물소매,세종특별자치시,전동면,127.2762683,36.64507211
이씨네,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2872318,36.61675036
대지부동산,,부동산,부동산중개,부동산중개,세종특별자치시,연기면,127.2810586,36.54829353
태비태권도,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,한솔동,127.2515217,36.47572602
장군면축산,,소매,음/식료품소매,청과물소매,세종특별자치시,장군면,127.1933236,36.49006371
해피관리산업,,생활서비스,세탁/가사서비스,청소/소독,세종특별자치시,전의면,127.1675163,36.60282568
못된고양이세종몰리브점,세종몰리브점,소매,종합소매점,시장/종합상가,세종특별자치시,종촌동,127.2476344,36.50267511
아멜린힐,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,종촌동,127.2476344,36.50267511
낙원식당,,음식,한식,한식/백반/한정식,세종특별자치시,부강면,127.3716258,36.52428295
호식이두마리치킨,종촌점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,종촌동,127.2530833,36.50486326
빠삭빠삭분식&치킨,,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,소정면,127.1578688,36.72104796
서승호레스토랑,,음식,양식,기타전문서양음식점,세종특별자치시,조치원읍,127.2800991,36.61316575
청풍명월약초,,소매,음/식료품소매,청과물소매,세종특별자치시,전의면,127.2132562,36.68397362
광명안경원,,소매,사진/광학/정밀기기소매,안경원,세종특별자치시,부강면,127.3688894,36.52849524
으뜸공업사,,소매,가정/주방/인테리어,유리/페인트/철물건축자재,세종특별자치시,부강면,127.3690096,36.52745045
압구정김밥,,음식,분식,라면김밥분식,세종특별자치시,한솔동,127.2600121,36.4817721
하나로마트,세종청사2호점,소매,종합소매점,수퍼마켓,세종특별자치시,어진동,127.2690979,36.50416937
에스알파피부샵,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,나성동,127.2559544,36.49296708
컴퓨터제국,,소매,사무/문구/컴퓨터,컴퓨터/사무용기기종합,세종특별자치시,조치원읍,127.302257,36.60184322
뮤노래연습장,,관광/여가/오락,무도/유흥/가무,노래방,세종특별자치시,조치원읍,127.2932348,36.60453874
에머이,세종점,음식,별식/퓨전요리,동남아음식전문점,세종특별자치시,나성동,127.256488,36.48851837
화이트화장품,,소매,화장품소매,화장품판매점,세종특별자치시,조치원읍,127.2984718,36.60018081
울산만두,,음식,분식,국수/만두/칼국수,세종특별자치시,조치원읍,127.2984718,36.60018081
문쓰피아노학원,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,고운동,127.2347488,36.50530582
스시노백쉐프,세종시청점,음식,일식/수산물,음식점-일식,세종특별자치시,보람동,127.2890909,36.48099358
고려대학교구내안경원,,소매,사진/광학/정밀기기소매,안경원,세종특별자치시,조치원읍,127.2910008,36.61169005
신흥푸르지오어린이집,,학문/교육,유아교육,어린이집,세종특별자치시,조치원읍,127.289886,36.59184787
꽃단지,,소매,선물/팬시/기념품,꽃집/꽃배달,세종특별자치시,부강면,127.3688894,36.52849524
피자연합,세종점,음식,패스트푸드,피자전문,세종특별자치시,고운동,127.2309847,36.51228407
광명당안경원,,소매,사진/광학/정밀기기소매,안경원,세종특별자치시,부강면,127.3667461,36.52978163
한들뷔페,,음식,한식,한식/백반/한정식,세종특별자치시,전의면,127.2047321,36.69138785
두리,,소매,종합소매점,수퍼마켓,세종특별자치시,부강면,127.3660993,36.5283002
위드미세종아름센터점,세종아름센터점,소매,종합소매점,편의점,세종특별자치시,아름동,127.2422353,36.51259939
해바라기식품,,소매,종합소매점,종합소매,세종특별자치시,조치원읍,127.2984718,36.60018081
장군치킨호프,,음식,유흥주점,호프/맥주,세종특별자치시,장군면,127.2210331,36.4993321
만득이네,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.290603,36.59532179
다오공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2205189,36.49940985
민석그린마트,,소매,종합소매점,수퍼마켓,세종특별자치시,전의면,127.184488,36.68195968
학마을,,음식,한식,한식/백반/한정식,세종특별자치시,금남면,127.288328,36.43992011
행복한과일,,음식,제과제빵떡케익,제과점,세종특별자치시,조치원읍,127.2991044,36.59944554
풍경한정식,,음식,한식,한식/백반/한정식,세종특별자치시,연서면,127.2794281,36.59516463
꼬마김밥,,음식,분식,라면김밥분식,세종특별자치시,조치원읍,127.3003299,36.60236364
세종오티움웨딩컨벤션,,음식,부페,종합부페,세종특별자치시,부강면,127.3640389,36.51944824
망고식스세종청사점,세종청사점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,어진동,127.2616561,36.50139285
YBM잉글루죽림제1어학원,,학문/교육,학원-어학,학원-외국어/어학,세종특별자치시,조치원읍,127.2908988,36.59108787
신신의료기,,소매,의약/의료품소매,의료용품소매,세종특별자치시,조치원읍,127.303009,36.60273982
세종모터스,,소매,자동차/자동차용품,자동차부품판매,세종특별자치시,연서면,127.2840034,36.58261135
오성숯불갈비,,음식,한식,갈비/삼겹살,세종특별자치시,금남면,127.2788771,36.46801775
한양랜드공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,아름동,127.2478376,36.50936343
현우와민이네반찬,,소매,음/식료품소매,반찬가게,세종특별자치시,조치원읍,127.2984718,36.60018081
선경이용원,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,조치원읍,127.2933285,36.5905796
카프리호프,,음식,유흥주점,호프/맥주,세종특별자치시,조치원읍,127.2971306,36.59525231
제일주유소,,생활서비스,주유소/충전소,주유소,세종특별자치시,부강면,127.3600679,36.53253076
삼백집해장국첫마을점,첫마을점,음식,한식,해장국/감자탕,세종특별자치시,한솔동,127.2606235,36.48084763
베스트입시학원,,학문/교육,학원-보습교습입시,학원-입시,세종특별자치시,조치원읍,127.2976663,36.59163262
두리생삼겹,,음식,한식,갈비/삼겹살,세종특별자치시,조치원읍,127.2933609,36.60541366
한신부원한식뷔페,,음식,부페,종합부페,세종특별자치시,나성동,127.2587739,36.49108305
마마네맛집,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.3002478,36.59536078
윤로지스,,생활서비스,세탁/가사서비스,청소/소독,세종특별자치시,부강면,127.375619,36.5262055
호식이두마리치킨조치원1호점,조치원1호점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,조치원읍,127.2920516,36.60924502
춤추는왕만두,세종점,음식,분식,라면김밥분식,세종특별자치시,종촌동,127.2498513,36.50314869
황제개발컨설팅,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2159652,36.50045247
수상연쇄점,,소매,종합소매점,종합소매,세종특별자치시,조치원읍,127.2984718,36.60018081
강남상회,,소매,음/식료품소매,청과물소매,세종특별자치시,조치원읍,127.2984718,36.60018081
국공립종촌숲어린이집,,학문/교육,학원기타,학원(종합),세종특별자치시,종촌동,127.2414393,36.50150034
포레스트헤어,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,아름동,127.2436292,36.5116169
모양새미용실,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,조치원읍,127.2984718,36.60018081
대박계란,,소매,음/식료품소매,식료품점,세종특별자치시,조치원읍,127.2876833,36.59317753
끌레르뷰티학원,,학문/교육,학원-자격/국가고시,학원-미용,세종특별자치시,아름동,127.2494765,36.51190617
연어와우동이야기,,음식,한식,한식/백반/한정식,세종특별자치시,소담동,127.2992486,36.4844693
한국카종합상사,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,조치원읍,127.2982225,36.5968629
휘영찬태권도장,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,아름동,127.2431775,36.5110012
선화네아동복,,소매,의복의류,아동복판매,세종특별자치시,조치원읍,127.2984718,36.60018081
성씨네보리밥,,음식,한식,보리밥전문,세종특별자치시,조치원읍,127.2984718,36.60018081
한아름식당,,음식,한식,한식/백반/한정식,세종특별자치시,연동면,127.3514531,36.52909564
영스,,음식,유흥주점,호프/맥주,세종특별자치시,조치원읍,127.2866827,36.61689127
J통신,,소매,사진/광학/정밀기기소매,핸드폰소매,세종특별자치시,부강면,127.3655728,36.52987453
쟁반통닭도남점,도남점,음식,유흥주점,호프/맥주,세종특별자치시,보람동,127.2932552,36.48327138
신연기공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,한솔동,127.2571609,36.48234018
할리스커피,세종시청점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,보람동,127.2898356,36.48132246
비와이씨,,소매,의복의류,셔츠/내의/속옷,세종특별자치시,조치원읍,127.2984718,36.60018081
대화반점,,음식,중식,중국음식/중국집,세종특별자치시,조치원읍,127.2996867,36.60427042
현대환경개발,,생활서비스,세탁/가사서비스,청소/소독,세종특별자치시,연서면,127.2836597,36.56417052
김영희강남동태찜,세종청사점,음식,한식,한식/백반/한정식,세종특별자치시,어진동,127.2706026,36.50442191
나라주유소,,생활서비스,주유소/충전소,주유소,세종특별자치시,연동면,127.3497365,36.53540385
사창마트,,소매,종합소매점,수퍼마켓,세종특별자치시,조치원읍,127.2885683,36.60634042
꼬마족발,,음식,한식,족발/보쌈전문,세종특별자치시,조치원읍,127.2984718,36.60018081
불독호프,,음식,유흥주점,호프/맥주,세종특별자치시,나성동,127.2589423,36.48981337
중부회수산시장,,음식,일식/수산물,횟집,세종특별자치시,종촌동,127.2481243,36.50281338
모이몰른컬리수세종,,소매,유아용품,유아용품판매,세종특별자치시,아름동,127.2436292,36.5116169
신설집,,음식,한식,한식/백반/한정식,세종특별자치시,부강면,127.3688894,36.52849524
문화카서비스,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,조치원읍,127.2953555,36.61223858
아름드리빵집,,음식,제과제빵떡케익,제과점,세종특별자치시,조치원읍,127.3025015,36.59951954
최유정의떡차꽃차,,음식,커피점/카페,전통찻집/인삼찻집,세종특별자치시,장군면,127.2365577,36.47569432
청도미나리생삼겹살,,음식,한식,갈비/삼겹살,세종특별자치시,보람동,127.2893531,36.477949
토종순대국,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2939026,36.60607475
찌개마을,,음식,한식,한식/백반/한정식,세종특별자치시,부강면,127.3688894,36.52849524
최명주칼국수보리밥보쌈막회,,음식,분식,국수/만두/칼국수,세종특별자치시,연서면,127.2829832,36.56242712
CU,세종해피라움점,소매,종합소매점,편의점,세종특별자치시,아름동,127.2494765,36.51190617
세종필무인텔A,,숙박,모텔/여관/여인숙,모텔/여관/여인숙,세종특별자치시,연동면,127.3515907,36.55274437
하나로마트,세종청사점,소매,종합소매점,수퍼마켓,세종특별자치시,어진동,127.2625405,36.50701292
에스디,,부동산,분양,건물분양-종합,세종특별자치시,금남면,127.2808033,36.4612161
승리이용원,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,전의면,127.2031296,36.67967971
샤벨화장품,,소매,화장품소매,화장품판매점,세종특별자치시,조치원읍,127.2984718,36.60018081
아지트커피엔북,,음식,한식,한식/백반/한정식,세종특별자치시,보람동,127.2946698,36.47741277
"고창풍천장어1,",2호점,음식,일식/수산물,민물장어전문,세종특별자치시,장군면,127.2267563,36.4985312
꼬아살롱,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,고운동,127.2353452,36.51957589
정동슈퍼,,소매,종합소매점,수퍼마켓,세종특별자치시,조치원읍,127.2984718,36.60018081
서울관,,음식,한식,한식/백반/한정식,세종특별자치시,어진동,127.2715536,36.5041934
청담동말자싸롱,세종도담점,음식,유흥주점,호프/맥주,세종특별자치시,도담동,127.2578079,36.51511255
대성고추방앗간,,생활서비스,세탁/가사서비스,방앗간/정미소,세종특별자치시,조치원읍,127.2984718,36.60018081
더제이케이키친박스,,음식,양식,기타전문서양음식점,세종특별자치시,한솔동,127.2537315,36.48034511
불티나옷수선,,생활서비스,개인/가정용품수리,옷수선,세종특별자치시,조치원읍,127.2984718,36.60018081
중화반점,,음식,중식,중국음식/중국집,세종특별자치시,새롬동,127.2510968,36.48856577
주노헤어,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,금남면,127.2808174,36.46452369
허사또쭈꾸미,,음식,일식/수산물,낙지/오징어,세종특별자치시,보람동,127.2938072,36.48393254
스타벅스,세종청사점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,어진동,127.2706026,36.50442191
스타실용음악학원,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,조치원읍,127.2971814,36.59457671
순cafe,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,조치원읍,127.2984718,36.60018081
알찬수학,,학문/교육,학원-보습교습입시,학원-입시,세종특별자치시,도담동,127.2647519,36.51516457
술나라,,음식,유흥주점,호프/맥주,세종특별자치시,조치원읍,127.2962106,36.59686906
크린토피아,코인워시세종고운점,생활서비스,세탁/가사서비스,세탁소/빨래방,세종특별자치시,고운동,127.2372689,36.50672785
풍천식당,,음식,일식/수산물,횟집,세종특별자치시,장군면,127.2071083,36.49875372
리얼케이크,,음식,제과제빵떡케익,제과점,세종특별자치시,종촌동,127.2500229,36.50271718
은행나무방앗간,,생활서비스,세탁/가사서비스,방앗간/정미소,세종특별자치시,소정면,127.1573504,36.72238705
BHC치킨,세종도담점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,도담동,127.2606407,36.51309339
오드리헵번카페세종시어,진동점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,어진동,127.2624501,36.5083011
뜰공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,한솔동,127.2546661,36.47481744
다솜,,음식,한식,한식/백반/한정식,세종특별자치시,도담동,127.2554422,36.51149294
빵앤케익하우스,,음식,제과제빵떡케익,케익전문점,세종특별자치시,조치원읍,127.2968029,36.59318662
대복떡집,,음식,제과제빵떡케익,떡전문,세종특별자치시,조치원읍,127.2984718,36.60018081
감성커피,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,조치원읍,127.2966451,36.60318007
파킹텔,,숙박,모텔/여관/여인숙,모텔/여관/여인숙,세종특별자치시,연서면,127.2478148,36.61313758
가나안주유소,,생활서비스,주유소/충전소,주유소,세종특별자치시,부강면,127.3934651,36.52879397
소문난찐빵,,음식,제과제빵떡케익,찐빵전문,세종특별자치시,조치원읍,127.2984718,36.60018081
일등정육점,,소매,음/식료품소매,정육점,세종특별자치시,조치원읍,127.2984718,36.60018081
남원애추어탕,,음식,한식,추어탕전문,세종특별자치시,장군면,127.221712,36.4995348
세종늘푸른,,소매,음/식료품소매,청과물소매,세종특별자치시,연동면,127.3069632,36.56052316
센스피부관리실,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,조치원읍,127.2988067,36.60022784
러블리MK짱,,소매,화장품소매,화장품판매점,세종특별자치시,조치원읍,127.3012944,36.59827782
지지배배노래방,,관광/여가/오락,무도/유흥/가무,노래방,세종특별자치시,조치원읍,127.300633,36.60221221
신전떡볶이,세종보람점,음식,제과제빵떡케익,떡/한과집,세종특별자치시,보람동,127.2969322,36.48021992
사랑반점,,음식,중식,중국음식/중국집,세종특별자치시,전의면,127.2086515,36.68018515
GF아트샘미술학원,,학문/교육,학원-음악미술무용,서예/서화/미술,세종특별자치시,종촌동,127.2500229,36.50271718
헤어홀릭,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,조치원읍,127.2963484,36.59522968
토리헤어종촌점,종촌점,생활서비스,이/미용/건강,여성미용실,세종특별자치시,종촌동,127.2481243,36.50281338
청용안,,소매,음/식료품소매,청과물소매,세종특별자치시,금남면,127.3255991,36.45087915
렌즈미,세종점,소매,사진/광학/정밀기기소매,안경원,세종특별자치시,도담동,127.2606407,36.51309339
옛통이모,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2884782,36.61857824
의랑상회,,소매,가방/신발/액세서리,신발소매,세종특별자치시,조치원읍,127.2984718,36.60018081
윤경리부동산,,부동산,부동산중개,부동산중개,세종특별자치시,연동면,127.3488862,36.53558846
블랙홀,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,연동면,127.3358081,36.54219437
카페스톤,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,연서면,127.2467175,36.6133199
마리웨일237,세종도담점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,도담동,127.2586084,36.51429742
이화음악학원,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,종촌동,127.2495346,36.50473284
블루클럽,종촌점,생활서비스,이/미용/건강,남성미용실,세종특별자치시,종촌동,127.2453131,36.50147084
GS25세종고대원룸점,세종고대원룸점,소매,종합소매점,편의점,세종특별자치시,조치원읍,127.2857035,36.60790941
산천,,음식,한식,한식/백반/한정식,세종특별자치시,장군면,127.2147091,36.49329755
아쿠아헤어샵,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,조치원읍,127.2984718,36.60018081
동서안전기술단,,소매,가정/주방/인테리어,조명기구/전기용품,세종특별자치시,조치원읍,127.293791,36.592565
홍짜장,세종뽀로로파크점,음식,중식,중국음식/중국집,세종특별자치시,어진동,127.2626266,36.49557697
비비큐후라이치킨,,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,조치원읍,127.2977987,36.60416018
